clean_title,skill_name,jobs,share_pct
backend engineer,Kubernetes,8,11.8
backend engineer,Docker,8,11.8
backend engineer,JavaScript,7,10.3
backend engineer,NoSQL,7,10.3
backend engineer,GCP,7,10.3
backend software engineer,Python,14,45.2
backend software engineer,AWS,11,35.5
backend software engineer,Java,11,35.5
backend software engineer,Node.js,6,19.4
backend software engineer,TypeScript,5,16.1
backend software engineer,SQL,5,16.1
backend software engineer,Kubernetes,4,12.9
backend software engineer,C++,4,12.9
backend software engineer,Machine Learning,4,12.9
backend software engineer,NoSQL,4,12.9
backend software engineer,Ruby,4,12.9
backend software engineer,Kafka,3,9.7
backend software engineer,Spring,3,9.7
backend software engineer,Data Analysis,3,9.7
backend software engineer,MongoDB,3,9.7
bi analyst,SQL,16,43.2
bi analyst,Data Analysis,11,29.7
bi analyst,Power BI,9,24.3
bi analyst,Excel,8,21.6
bi analyst,Python,6,16.2
bi analyst,Tableau,5,13.5
bi analyst,Data Visualization,5,13.5
bi analyst,Statistical Analysis,4,10.8
bi analyst,Snowflake,4,10.8
bi analyst,SAS,4,10.8
bi analyst,Looker,4,10.8
bi analyst,SAP,3,8.1
bi analyst,AWS,2,5.4
bi analyst,ETL,2,5.4
bi analyst,Alteryx,1,2.7
bi developer,SQL,42,64.6
bi developer,ETL,30,46.2
bi developer,Power BI,26,40.0
bi developer,Azure,16,24.6
bi developer,Tableau,12,18.5
bi developer,Python,11,16.9
bi developer,SSIS,9,13.8
bi developer,Oracle,9,13.8
bi developer,Data Warehousing,8,12.3
bi developer,Data Analysis,8,12.3
bi developer,AWS,8,12.3
bi developer,Data Visualization,7,10.8
bi developer,Spark,7,10.8
bi developer,Data Modeling,6,9.2
bi developer,Snowflake,5,7.7
business analyst,Excel,259,13.2
business analyst,SQL,232,11.9
business analyst,Data Analysis,202,10.3
business analyst,Jira,139,7.1
business analyst,Power BI,71,3.6
business analyst,SAP,63,3.2
business analyst,DevOps,57,2.9
business analyst,Tableau,51,2.6
business analyst,Azure,48,2.5
business analyst,System Design,45,2.3
business analyst,Agile / Scrum,45,2.3
business analyst,Oracle,43,2.2
business analyst,Confluence,41,2.1
business analyst,Risk Management,40,2.0
business analyst,Salesforce,31,1.6
business data analyst,SQL,26,37.1
business data analyst,Excel,22,31.4
business data analyst,Data Analysis,21,30.0
business data analyst,Tableau,11,15.7
business data analyst,Data Visualization,10,14.3
business data analyst,Python,8,11.4
business data analyst,Power BI,7,10.0
business data analyst,Statistical Analysis,5,7.1
business data analyst,Machine Learning,5,7.1
business data analyst,SAP,4,5.7
business data analyst,Data Governance,4,5.7
business data analyst,Alteryx,3,4.3
business data analyst,Oracle,3,4.3
business data analyst,A/B Testing,3,4.3
business data analyst,Big Data,3,4.3
business developer,Excel,3,7.5
business developer,Salesforce,1,2.5
business developer,Segment,1,2.5
business developer,AWS,1,2.5
business developer,Distributed Systems,1,2.5
business intelligence analyst,SQL,68,38.2
business intelligence analyst,Tableau,38,21.3
business intelligence analyst,Data Analysis,38,21.3
business intelligence analyst,Power BI,37,20.8
business intelligence analyst,Excel,32,18.0
business intelligence analyst,Data Visualization,31,17.4
business intelligence analyst,ETL,20,11.2
business intelligence analyst,Python,19,10.7
business intelligence analyst,Data Modeling,14,7.9
business intelligence analyst,SAP,9,5.1
business intelligence analyst,Data Governance,8,4.5
business intelligence analyst,Machine Learning,7,3.9
business intelligence analyst,Data Warehousing,6,3.4
business intelligence analyst,Azure,6,3.4
business intelligence analyst,Salesforce,5,2.8
business intelligence developer,SQL,55,52.4
business intelligence developer,Power BI,35,33.3
business intelligence developer,ETL,32,30.5
business intelligence developer,Tableau,27,25.7
business intelligence developer,Data Analysis,23,21.9
business intelligence developer,Data Warehousing,17,16.2
business intelligence developer,SSIS,16,15.2
business intelligence developer,Excel,14,13.3
business intelligence developer,Data Visualization,14,13.3
business intelligence developer,Data Modeling,13,12.4
business intelligence developer,Python,13,12.4
business intelligence developer,Azure,9,8.6
business intelligence developer,Snowflake,7,6.7
business intelligence developer,Data Governance,5,4.8
business intelligence developer,Oracle,5,4.8
business intelligence engineer,SQL,10,40.0
business intelligence engineer,Tableau,9,36.0
business intelligence engineer,Data Modeling,7,28.0
business intelligence engineer,ETL,7,28.0
business intelligence engineer,Data Warehousing,6,24.0
business intelligence engineer,Python,6,24.0
business intelligence engineer,Data Analysis,6,24.0
business intelligence engineer,Snowflake,4,16.0
business intelligence engineer,Power BI,3,12.0
business intelligence engineer,Redshift,3,12.0
business intelligence engineer,AWS,3,12.0
business intelligence engineer,Azure,2,8.0
business intelligence engineer,Data Visualization,2,8.0
business intelligence engineer,SAS,2,8.0
business intelligence engineer,Excel,1,4.0
business intelligence manager,Power BI,7,31.8
business intelligence manager,Data Analysis,5,22.7
business intelligence manager,Tableau,5,22.7
business intelligence manager,Machine Learning,4,18.2
business intelligence manager,SQL,4,18.2
business intelligence manager,Azure,3,13.6
business intelligence manager,Data Visualization,3,13.6
business intelligence manager,Big Data,3,13.6
business intelligence manager,Data Governance,2,9.1
business intelligence manager,Data Warehousing,2,9.1
business intelligence manager,ETL,2,9.1
business intelligence manager,Salesforce,2,9.1
business intelligence manager,Excel,1,4.5
business intelligence manager,Data Pipeline,1,4.5
business intelligence manager,MuleSoft,1,4.5
c#/ net developer,SQL,6,85.7
c#/ net developer,.NET,6,85.7
c#/ net developer,JSON,3,42.9
c#/ net developer,XML,3,42.9
c#/ net developer,JavaScript,3,42.9
c#/ net developer,AWS,2,28.6
c#/ net developer,Jira,2,28.6
c#/ net developer,DevOps,2,28.6
c#/ net developer,Git,2,28.6
c#/ net developer,REST API,2,28.6
c#/ net developer,Azure,2,28.6
c#/ net developer,jQuery,2,28.6
c#/ net developer,CSS,2,28.6
c#/ net developer,Spring,1,14.3
c#/ net developer,Oracle,1,14.3
c++ developer,C++,28,93.3
c++ developer,Linux,14,46.7
c++ developer,Python,10,33.3
c++ developer,Java,6,20.0
c++ developer,Windows,5,16.7
c++ developer,SQL,4,13.3
c++ developer,Git,4,13.3
c++ developer,Unix,3,10.0
c++ developer,Risk Management,3,10.0
c++ developer,Bash,2,6.7
c++ developer,Fine-tuning,2,6.7
c++ developer,Big Data,2,6.7
c++ developer,CI/CD,2,6.7
c++ developer,ServiceNow,1,3.3
c++ developer,VMware,1,3.3
c++ software engineer,C++,30,93.8
c++ software engineer,Linux,13,40.6
c++ software engineer,Python,12,37.5
c++ software engineer,Windows,7,21.9
c++ software engineer,Git,6,18.8
c++ software engineer,Java,5,15.6
c++ software engineer,Unix,4,12.5
c++ software engineer,System Design,3,9.4
c++ software engineer,Jenkins,3,9.4
c++ software engineer,JavaScript,3,9.4
c++ software engineer,Prototyping,2,6.2
c++ software engineer,SQL,2,6.2
c++ software engineer,Bash,2,6.2
c++ software engineer,CI/CD,2,6.2
c++ software engineer,Jira,2,6.2
cloud architect,Azure,29,40.3
cloud architect,AWS,29,40.3
cloud architect,GCP,13,18.1
cloud architect,DevOps,12,16.7
cloud architect,Kubernetes,9,12.5
cloud architect,CI/CD,7,9.7
cloud architect,Software Architecture,4,5.6
cloud architect,Oracle,4,5.6
cloud architect,Java,4,5.6
cloud architect,System Design,4,5.6
cloud architect,Data Pipeline,3,4.2
cloud architect,PowerShell,3,4.2
cloud architect,Dynamics 365,3,4.2
cloud architect,Big Data,3,4.2
cloud architect,Terraform,3,4.2
cloud engineer,Azure,57,51.8
cloud engineer,AWS,53,48.2
cloud engineer,Terraform,26,23.6
cloud engineer,DevOps,26,23.6
cloud engineer,Python,25,22.7
cloud engineer,Kubernetes,22,20.0
cloud engineer,CI/CD,19,17.3
cloud engineer,Docker,18,16.4
cloud engineer,PowerShell,17,15.5
cloud engineer,Jenkins,16,14.5
cloud engineer,Linux,14,12.7
cloud engineer,GCP,13,11.8
cloud engineer,Windows,12,10.9
cloud engineer,VMware,11,10.0
cloud engineer,Ansible,11,10.0
cloud platform engineer,Azure,6,46.2
cloud platform engineer,DevOps,6,46.2
cloud platform engineer,AWS,5,38.5
cloud platform engineer,Terraform,5,38.5
cloud platform engineer,Kubernetes,5,38.5
cloud platform engineer,CI/CD,5,38.5
cloud platform engineer,Python,5,38.5
cloud platform engineer,Linux,4,30.8
cloud platform engineer,Jenkins,4,30.8
cloud platform engineer,Docker,4,30.8
cloud platform engineer,Agile / Scrum,3,23.1
cloud platform engineer,GitLab,3,23.1
cloud platform engineer,GCP,2,15.4
cloud platform engineer,Git,2,15.4
cloud platform engineer,Redis,2,15.4
cloud security analyst,AWS,2,66.7
cloud security analyst,Risk Management,1,33.3
cloud security analyst,Unix,1,33.3
cloud security analyst,Linux,1,33.3
cloud security analyst,Windows,1,33.3
cloud security analyst,AWS Security,1,33.3
cloud security analyst,Incident Response,1,33.3
cloud security architect,AWS,10,55.6
cloud security architect,Azure,8,44.4
cloud security architect,GCP,6,33.3
cloud security architect,Cybersecurity,5,27.8
cloud security architect,CISSP,4,22.2
cloud security architect,SIEM,2,11.1
cloud security architect,Risk Management,2,11.1
cloud security architect,AWS Security,2,11.1
cloud security architect,Python,2,11.1
cloud security architect,DevOps,2,11.1
cloud security architect,SOC 2,1,5.6
cloud security architect,Zero Trust,1,5.6
cloud security architect,Splunk,1,5.6
cloud security architect,Terraform,1,5.6
cloud security architect,Kubernetes,1,5.6
cnc programmer,Windows,3,4.3
cnc programmer,Linear,3,4.3
cnc programmer,Angular,3,4.3
cnc programmer,Prototyping,2,2.9
cnc programmer,Fine-tuning,1,1.4
cnc programmer,Rust,1,1.4
computer vision engineer,Python,14,77.8
computer vision engineer,C++,11,61.1
computer vision engineer,Deep Learning,9,50.0
computer vision engineer,Machine Learning,7,38.9
computer vision engineer,PyTorch,5,27.8
computer vision engineer,TensorFlow,4,22.2
computer vision engineer,AWS,2,11.1
computer vision engineer,Azure,2,11.1
computer vision engineer,Linux,2,11.1
computer vision engineer,GCP,1,5.6
computer vision engineer,DevOps,1,5.6
computer vision engineer,Big Data,1,5.6
computer vision engineer,Linear,1,5.6
computer vision engineer,Rust,1,5.6
computer vision engineer,Data Analysis,1,5.6
consultant,AWS,4,19.0
consultant,Azure,4,19.0
consultant,.NET,3,14.3
consultant,Microservices,2,9.5
consultant,Java,2,9.5
consultant,Docker,2,9.5
consultant,SQL,2,9.5
consultant,Flask,1,4.8
consultant,Python,1,4.8
consultant,FastAPI,1,4.8
consultant,Django,1,4.8
consultant,Datadog,1,4.8
consultant,Excel,1,4.8
consultant,Databricks,1,4.8
consultant,Linux,1,4.8
control systems engineer,System Design,22,19.3
control systems engineer,MATLAB,6,5.3
control systems engineer,VMware,6,5.3
control systems engineer,Cybersecurity,6,5.3
control systems engineer,C++,5,4.4
control systems engineer,Data Analysis,4,3.5
control systems engineer,SQL,2,1.8
control systems engineer,Python,2,1.8
control systems engineer,Git,2,1.8
control systems engineer,Linux,2,1.8
control systems engineer,Fine-tuning,1,0.9
control systems engineer,Windows,1,0.9
control systems engineer,Prototyping,1,0.9
control systems engineer,PHP,1,0.9
controls systems engineer,MATLAB,2,15.4
controls systems engineer,C++,2,15.4
controls systems engineer,Excel,2,15.4
controls systems engineer,Linux,1,7.7
controls systems engineer,System Design,1,7.7
controls systems engineer,.NET,1,7.7
controls systems engineer,Java,1,7.7
controls systems engineer,Python,1,7.7
customer service representative/data analyst/data clerk,Power BI,26,100.0
customer service representative/data analyst/data clerk,A/B Testing,26,100.0
customer service representative/data analyst/data clerk,Data Visualization,26,100.0
customer service representative/data analyst/data clerk,Data Analysis,26,100.0
customer service representative/data analyst/data clerk,Python,26,100.0
customer service representative/data analyst/data clerk,SQL,26,100.0
customer service representative/data analyst/data clerk,Tableau,26,100.0
customer service representative/data analyst/data clerk,ETL,26,100.0
cyber defense analyst,Cybersecurity,10,47.6
cyber defense analyst,Incident Response,10,47.6
cyber defense analyst,Excel,5,23.8
cyber defense analyst,Linux,5,23.8
cyber defense analyst,Risk Management,5,23.8
cyber defense analyst,Unix,4,19.0
cyber defense analyst,Splunk,3,14.3
cyber defense analyst,Machine Learning,1,4.8
cyber defense analyst,Big Data,1,4.8
cyber defense analyst,Penetration Testing,1,4.8
cyber defense analyst,DevOps,1,4.8
cyber defense analyst,Windows,1,4.8
cyber defense analyst,AWS,1,4.8
cyber defense analyst,Azure,1,4.8
cyber defense analyst,SIEM,1,4.8
cyber engineer,Cybersecurity,10,40.0
cyber engineer,Windows,6,24.0
cyber engineer,Linux,5,20.0
cyber engineer,System Design,4,16.0
cyber engineer,Python,4,16.0
cyber engineer,SIEM,4,16.0
cyber engineer,Risk Management,3,12.0
cyber engineer,CISSP,3,12.0
cyber engineer,Incident Response,3,12.0
cyber engineer,C++,3,12.0
cyber engineer,Unix,3,12.0
cyber engineer,Firewalls,3,12.0
cyber engineer,CI/CD,2,8.0
cyber engineer,Kafka,2,8.0
cyber engineer,Penetration Testing,2,8.0
cyber security analyst,Cybersecurity,31,43.1
cyber security analyst,Incident Response,23,31.9
cyber security analyst,Windows,20,27.8
cyber security analyst,Linux,13,18.1
cyber security analyst,Risk Management,10,13.9
cyber security analyst,SIEM,8,11.1
cyber security analyst,Firewalls,7,9.7
cyber security analyst,CISSP,4,5.6
cyber security analyst,Azure,4,5.6
cyber security analyst,Penetration Testing,3,4.2
cyber security analyst,Splunk,3,4.2
cyber security analyst,Unix,2,2.8
cyber security analyst,Microservices,2,2.8
cyber security analyst,Oracle,2,2.8
cyber security analyst,SQL,2,2.8
cyber security architect,Firewalls,8,32.0
cyber security architect,DevOps,6,24.0
cyber security architect,Cybersecurity,6,24.0
cyber security architect,Incident Response,3,12.0
cyber security architect,System Design,2,8.0
cyber security architect,Risk Management,2,8.0
cyber security architect,Azure,2,8.0
cyber security architect,CISSP,1,4.0
cyber security architect,Windows,1,4.0
cyber security architect,Penetration Testing,1,4.0
cyber security architect,AWS,1,4.0
cyber security architect,SIEM,1,4.0
cyber security engineer,Cybersecurity,25,52.1
cyber security engineer,Incident Response,9,18.8
cyber security engineer,Risk Management,9,18.8
cyber security engineer,CISSP,6,12.5
cyber security engineer,Linux,6,12.5
cyber security engineer,Windows,5,10.4
cyber security engineer,AWS,4,8.3
cyber security engineer,Splunk,3,6.2
cyber security engineer,Firewalls,3,6.2
cyber security engineer,Azure,3,6.2
cyber security engineer,Penetration Testing,3,6.2
cyber security engineer,Python,3,6.2
cyber security engineer,SIEM,2,4.2
cyber security engineer,AWS Security,2,4.2
cyber security engineer,Bash,2,4.2
cyber security operations center,Cybersecurity,17,100.0
cyber security operations center,Incident Response,14,82.4
cyber security operations center,SIEM,13,76.5
cyber security operations center,CISSP,4,23.5
cyber security operations center,AWS,4,23.5
cyber security operations center,Linux,4,23.5
cyber security operations center,AWS Security,4,23.5
cyber security specialist,Cybersecurity,10,41.7
cyber security specialist,Risk Management,5,20.8
cyber security specialist,Firewalls,4,16.7
cyber security specialist,Azure,2,8.3
cyber security specialist,Incident Response,2,8.3
cyber security specialist,Windows,2,8.3
cyber security specialist,CISSP,2,8.3
cyber security specialist,GCP,1,4.2
cyber security specialist,SIEM,1,4.2
cyber security specialist,SQL,1,4.2
cyber security specialist,System Design,1,4.2
cyber systems engineer,Cybersecurity,6,35.3
cyber systems engineer,Risk Management,4,23.5
cyber systems engineer,AWS,2,11.8
cyber systems engineer,Elasticsearch,2,11.8
cyber systems engineer,Linux,2,11.8
cyber systems engineer,Jenkins,2,11.8
cyber systems engineer,CI/CD,2,11.8
cyber systems engineer,Microservices,2,11.8
cyber systems engineer,DevOps,2,11.8
cyber systems engineer,Active Directory,1,5.9
cybersecurity analyst,Cybersecurity,26,83.9
cybersecurity analyst,Incident Response,10,32.3
cybersecurity analyst,Risk Management,8,25.8
cybersecurity analyst,Firewalls,4,12.9
cybersecurity analyst,SIEM,4,12.9
cybersecurity analyst,Data Analysis,3,9.7
cybersecurity analyst,Splunk,2,6.5
cybersecurity analyst,CISSP,2,6.5
cybersecurity analyst,Segment,1,3.2
cybersecurity analyst,Excel,1,3.2
cybersecurity analyst,Statistical Analysis,1,3.2
cybersecurity analyst,Linux,1,3.2
cybersecurity analyst,Windows,1,3.2
cybersecurity analyst,OWASP,1,3.2
cybersecurity analyst,Azure,1,3.2
cybersecurity engineer,Cybersecurity,48,98.0
cybersecurity engineer,Risk Management,12,24.5
cybersecurity engineer,Firewalls,11,22.4
cybersecurity engineer,SIEM,8,16.3
cybersecurity engineer,Incident Response,6,12.2
cybersecurity engineer,Windows,5,10.2
cybersecurity engineer,Linux,4,8.2
cybersecurity engineer,Zero Trust,3,6.1
cybersecurity engineer,System Design,3,6.1
cybersecurity engineer,Penetration Testing,3,6.1
cybersecurity engineer,Splunk,3,6.1
cybersecurity engineer,SAP,2,4.1
cybersecurity engineer,CISSP,2,4.1
cybersecurity engineer,HTML,2,4.1
cybersecurity engineer,Active Directory,1,2.0
cybersecurity operations manager,Cybersecurity,3,100.0
cybersecurity operations manager,Incident Response,2,66.7
cybersecurity operations manager,CISSP,1,33.3
cybersecurity operations manager,Linux,1,33.3
cybersecurity operations manager,Windows,1,33.3
cybersecurity operations manager,Oracle,1,33.3
cybersecurity operations manager,Splunk,1,33.3
cybersecurity operations manager,VMware,1,33.3
cybersecurity specialist,Cybersecurity,24,92.3
cybersecurity specialist,Risk Management,6,23.1
cybersecurity specialist,Splunk,3,11.5
cybersecurity specialist,Python,3,11.5
cybersecurity specialist,Azure,1,3.8
cybersecurity specialist,CISSP,1,3.8
cybersecurity specialist,Windows,1,3.8
cybersecurity specialist,Firewalls,1,3.8
cybersecurity specialist,Active Directory,1,3.8
cybersecurity specialist,DevOps,1,3.8
data analyst,SQL,233,38.1
data analyst,Data Analysis,205,33.5
data analyst,Excel,124,20.3
data analyst,Python,115,18.8
data analyst,Tableau,108,17.6
data analyst,Data Visualization,86,14.1
data analyst,Power BI,85,13.9
data analyst,ETL,43,7.0
data analyst,Machine Learning,37,6.0
data analyst,Data Governance,37,6.0
data analyst,Statistical Analysis,37,6.0
data analyst,Big Data,35,5.7
data analyst,AWS,30,4.9
data analyst,Spark,26,4.2
data analyst,Data Modeling,26,4.2
data architect,SQL,55,30.2
data architect,ETL,43,23.6
data architect,Data Modeling,40,22.0
data architect,Data Governance,36,19.8
data architect,AWS,35,19.2
data architect,Azure,28,15.4
data architect,Big Data,26,14.3
data architect,Python,26,14.3
data architect,Snowflake,23,12.6
data architect,Data Warehousing,20,11.0
data architect,NoSQL,16,8.8
data architect,Spark,15,8.2
data architect,Data Analysis,13,7.1
data architect,Hadoop,13,7.1
data architect,Redshift,13,7.1
data engineer,Python,380,48.3
data engineer,SQL,358,45.5
data engineer,ETL,264,33.6
data engineer,AWS,236,30.0
data engineer,Azure,183,23.3
data engineer,Java,180,22.9
data engineer,Big Data,174,22.1
data engineer,Scala,163,20.7
data engineer,Machine Learning,161,20.5
data engineer,Spark,160,20.4
data engineer,Data Warehousing,145,18.4
data engineer,Snowflake,142,18.1
data engineer,NoSQL,122,15.5
data engineer,Redshift,101,12.8
data engineer,Microservices,96,12.2
data engineer manager,Data Warehousing,5,27.8
data engineer manager,AWS,4,22.2
data engineer manager,Big Data,4,22.2
data engineer manager,Machine Learning,4,22.2
data engineer manager,ETL,3,16.7
data engineer manager,Azure,2,11.1
data engineer manager,Data Governance,2,11.1
data engineer manager,Spark,2,11.1
data engineer manager,Python,2,11.1
data engineer manager,Helm,2,11.1
data engineer manager,Data Pipeline,2,11.1
data engineer manager,SQL,1,5.6
data engineer manager,Snowflake,1,5.6
data engineer manager,Informatica,1,5.6
data engineer manager,Cybersecurity,1,5.6
data scientist,Machine Learning,280,61.9
data scientist,Python,199,44.0
data scientist,SQL,121,26.8
data scientist,Data Analysis,84,18.6
data scientist,Statistical Analysis,62,13.7
data scientist,Deep Learning,60,13.3
data scientist,Data Visualization,59,13.1
data scientist,Big Data,55,12.2
data scientist,AWS,53,11.7
data scientist,Tableau,49,10.8
data scientist,NLP,48,10.6
