clean_title,title,postings,adverts,companies,job_family,coherence,median_salary,salaried_adverts,remote_pct,rep_job_link,rep_company,summary
systems software engineer,Systems Software Engineer,40,31,24,engineering,0.653,130000.0,11,0.0,https://www.linkedin.com/jobs/view/sr-systems-software-engineer-at-goodwin-recruiting-3755183987,Goodwin Recruiting,"To Apply for this Job Click Here
If you are a
Sr. Systems Software Engineer
looking to join a leading manufacturer that uses the latest technologies, will give you exposure to numerous industries, and no two days will be the same, this could be the role for you.
Sr. Systems Software Engineer Benefits
Solid Health, Dental, and Vision Insurance
Quarterly Bonus Potential
401k matching program
Long-Term Disability, and Life Insurance
Educational Reimbursement
Holidays, Sick Days, and Paid Time-off
Salary $125K - $150K
Sr. Systems Software Engineer Qualifications & Responsibilities
Write code for software integrating system operation motion control, laser programming, machine vision (Cognex, Keyence), data collection and analysis, file management, and HMI
Design DLLs for selected software-controllable systems components including data acquisition, controls, motion controllers, visions systems, lasers, data collection, and report generators.
Manufacturing floor automation connectivity software including LAN, database, and other standard interfaces and protocols
Create Programmable Logic Controller code
5+ years experience in C# with a solid fundamental background in software engineering
Meet ITAR requirements
At Goodwin Recruiting we are committed to our core values. We take our value, Dedicated to Diversity & Inclusion, very seriously and will never discriminate against a candidate or client based on any protected classes. Our clients seek qualified candidates, and that is what we deliver. A person's age, gender, race, sexual orientation, gender identity, national origin, veteran or disability status, or arrest or conviction record has no bearing on whether he, she, or they are able to do the job. We evaluate the knowledge, skills, and abilities that meet the requirements of the position and aim to open doors and change lives. We value all people, understanding that uniqueness and diversity foster a stronger team that is innovative and brings varying perspectives to the "
power systems engineer,Power Systems Engineer,40,30,25,devops,0.737,157500.0,11,2.5,https://au.linkedin.com/jobs/view/senior-power-systems-engineer-at-limitless-recruitment-3791731499,Limitless Recruitment,"My client delivers engineering consultancy services to Tier 1, Tier 2, and Tier 3 customers within the Oil and Gas, Minerals and Metals, Power and Water Utilities, Commercial, Defence & Military, and Renewable industries throughout Australia. Their position as a reliable supplier is attributed to the establishment of robust customer relationships, underlining their success in the industry.
THE ROLE
As a Senior Power System Engineer, you will provide highly technical leadership and expertise to guide junior engineers in project work, designs, and technical problem-solving. Your responsibilities will include:
Coordinating and managing workgroups and projects associated with Power Systems Design and Systems Design
Conducting technical analyses and feasibility studies to assess project requirements and propose innovative solutions
Ensuring adherence to project schedules, budgets, and quality standards
Maintaining effective communication with clients, stakeholders, and team members to provide regular updates on project progress
ABOUT YOU
You will be a proficient and driven engineer who fosters a proactive and forward-thinking mindset. As a successful candidate seeking a long-term role, you will possess the following skills and attributes:
Expertise in Power System analysis, including Load flow, Short Circuit, Protection Coordination, Arc flash assessment, and Harmonic analysis
Proficiency in software packages such as SKM PTW, ETAP, PowerFactory, PSCAD, and PSSE
Experience in HV and LV Substation Design, encompassing primary and secondary systems
Knowledge of Grid connections is an advantage
A solid background in systems development and enhancement, with a proven track record of streamlining processes and procedures
In-depth familiarity with International Standards, Australian Standards, and relevant legislative requirements
BENEFITS AND CULTURE
According to what their current employees say, my client:
Values the opinions of its employees, fostering a culture of open comm"
flight test engineer,Flight Test Engineer,40,39,28,qa,0.765,180400.0,27,0.0,https://www.linkedin.com/jobs/view/senior-flight-test-engineer-at-ilocatum-3778272735,iLocatum,"Category: Flight Operations
Location: Mojave, CA
Citizenship Required: United States Citizenship
Clearance Type: Secret
Schedule: 9/80 Work Schedule
Relocation Assistance: Relocation assistance may be available
Benefits: 100% Paid Benefits and 401k Matching
Summary:
Our Client is a fast-paced aerospace research company located in Mojave, CA. We are known for generating one-of-a-kind,
proof-of-concept, and record setting aircraft. We look for self-starters who strive to understand the company as a whole, take
ownership of their tasking, and are idea generators to progress efficiency for the overall sake of the company. This research and
development environment focuses on good judgement, quick thinking, and forward progression in a short timeframe.
Our Client's Senior Flight Test Engineer (FTE) will act as a project test lead. The FTE will work with the project technical
leadership and test pilots to design and generate test plans. The FTE will coordinate schedules and logistics with other internal and
external organizations. Like every job at at our company, the job is to do anything that needs to be done to help each program succeed.
FTEs will be assigned to assist one or more programs and each program will determine what level of support is needed from
the FTE. There are some opportunities for internal development via on-the-job training for engineers meeting the basic
requirements for this position but requiring additional experience. Opportunities include supporting UAVs, manned and unmanned
test aircraft, and new clean sheet manned aircraft.
Duties and Responsibilities include, but are not limited to:
Act as test lead on developmental flight test programs, including first flights and envelope expansion of unmanned and
manned aircraft.
Support variety of Scaled flight test programs, including chase support and general FTE activities.
Works with design engineers, project leadership, and pilots to define and design a test concept that is efficient,
achievable, and "
sharepoint developer,Sharepoint Developer,40,27,26,engineering,0.723,114400.0,5,5.0,https://www.linkedin.com/jobs/view/senior-sharepoint-developer-at-avance-consulting-3799965455,Avance Consulting,"Job Description
Technical Skills:
Expertise in SharePoint 2010,2013 and 2016.
Experience in SPO administration skills, development and roll out/adoption.
Architecture, Configuration, development, deployment and maintenance of SharePoint technologies.
Experience in documentation, planning and process implementation.
Providing L2 and L3 level support as required.
Experience Required:
Extensive knowledge of Windows operating systems, as well as SQL Server, Power BI, PowerShell, and Office 365.
Knowledge of SharePoint tools, including ULS Logs, workflows, and SharePoint forms for tasks.
Experienced in Power Automate and SPFx.
Responsibilities:
Maintain, Develop SharePoint Platforms.
Work on ITSM tool – Service Now, Azure DevOps.
Daily Operations – Solving L2 / L3 level tickets.
New Development – planning, design and development experience.
Troubleshoot issues and outages.
Roll out and Adoption.
Show more
Show less"
"manager, software engineer, backend","Manager, Software Engineer, Backend",40,26,4,engineering,0.882,,11,0.0,https://www.linkedin.com/jobs/view/manager-software-engineering-back-end-at-jobs-for-humanity-3801680893,Jobs for Humanity,"Job Description
Center 1 (19052), United States of America, McLean, Virginia
Manager, Software Engineering, Back End
Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. We are seeking Back End Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One Software Engineer, you’ll have the opportunity to be on the forefront of driving a major transformation within Capital One.
What You’ll Do
Lead a portfolio of diverse technology projects and a team of developers with deep experience in distributed microservices, and full stack systems to create solutions that help meet regulatory needs for the company
Share your passion for staying on top of tech trends, experimenting with and learning new technologies, participating in internal & external technology communities, mentoring other members of the engineering community, and from time to time, be asked to code or evaluate code
Collaborate with digital product managers, and deliver robust cloud-based solutions that drive powerful experiences to help millions of Americans achieve financial empowerment
Utilize programming languages like Java, Python, SQL, Node, Go, and Scala, Open Source RDBMS and NoSQL databases, Container Orchestration services including Docker and Kubernetes, and a variety of AWS tools and services
Basic Qualifications
Bachelor’s Degree
At least 6 years of professional software engineering experience (Internship experience does not apply)
At least 1 year experience with cloud computing (AWS, Microsoft Azure, Google Cloud)
At least 2 years of people management experience
Preferred Qualifications
Master's Degree
7+ years of experience in at least one of the following: Java, Scala, Pyth"
vulnerability researcher,Vulnerability Researcher,40,37,17,security,0.79,,1,17.5,https://www.linkedin.com/jobs/view/principal-vulnerability-researcher-at-cromulence-llc-3787743119,Cromulence LLC,"Cromulence, LLC is looking for a Principal Vulnerability Researcher (VR) to support advanced research and development contracts. Successful candidate will be capable of working independently or side-by-side within a team structure to develop and deliver successful capabilities.
Required Skills:
Reverse engineering across various architectures and platforms; including x86/64, ARM, MIPS, etc.
Experience with disassemblers (IDA Pro, Binary Ninja, or Ghidra)
Knowledge of common exploitation countermeasures (DEP, ASLR, etc.)
Knowledge of countermeasure defeats (ROP programming)
Researching operating system and applications to understand strengths and weaknesses in the design and implementation
Modeling of in-memory compiled application behavior
Ability to use a scripting language (Python, etc.)
Software development using C or C++
Development experience with RTOS
Self-motivated and passionate about supporting the U.S. cybersecurity mission
Demonstrated leadership skills, organizational capability and management techniques.
A personality and communication skills that inspire teams to create and build amazing things.
Strong orientation toward both details and results, an understanding of customer relationships and an ability to discern and read between the lines.
10+ years of relevant work experience with experience leading teams
Preferred Skills:
Experience with software protection and binary analysis
Familiarity with modern exploitation techniques, tools, and methodologies
Experience with hypervisors
Malware analysis
Ability to analyze network protocols throughout all layers of the network stack
Background in software engineering and architecture
Understanding and/or development of kernel modules
Required Education and Experience:
Bachelor's degree in Computer Science, Computer Engineering, Electrical Engineering, or related discipline (equivalent professional experience may be considered in lieu of degree) plus 10 years of experience or a Master's degree plus 8 years of "
medical technologist,Medical Technologist,40,40,10,it_support,0.935,77500.0,30,0.0,https://www.linkedin.com/jobs/view/medical-technologist-technical-support-specialist-at-afton-consulting-group-3802577584,Afton Consulting Group,"Nice opportunity for an ASCP Certified, Medical Technologist, to work for a medical lab device manufacturer. Utilize your lab knowledge as a Technical Support Specialist & trainer, and travel within their region. Will be instrumental during the installation process as a trainer, and documenting the lab procedures.
Overnight travel will be required.
Would like someone who resides in the Central - Northern NJ area,
Company cannot consider anyone who must relocate to the area for the position..
Base salary $70K - $85K, depending on experience, plus a Performance Bonus and an
Installation Bonus (additional $5K - $10K annually), Company Vehicle, Paid Family
Medical.
Qualifications
Position requires a Bachelor's degree in Medical Technology or a related field and a minimum of 5 years lab experience.
ASCP Certification is required.
Minimum of 5 years experience as a Medical Technologist.
Good Coagulation experience is preferred, and should be detailed on your resume.
Overnight travel will be required.
This job requires the individual to be fully vaccinated against COVID-19.
This position is not eligible for sponsorship for work authorization. Therefore, if you require sponsorship to work in the U.S., we cannot consider your application at this time.
Responsibilities
Will be involved with direct problem solving covering reagents, kits, procedures, adaptations, and software upgrades.
Provides training to medical technologist on the use of the instrumentation.
Resolve reagent based issues.
Your lab knowledge will also be utilized in Post Sales support of the instrumentation.
Represents the company at seminars, conventions, meetings, & wet workshops.
Provides telephone support to machine operators
Benefits
Performance Bonus
Installation Bonus
Fully paid family medical
Company Vehicle
Laptop, Cellphone
Dental
Life Insurance
401K
Vacation, PTO, and paid holidays
Tuition Reimbursement
Show more
Show less"
manager,Manager,40,37,31,security,0.637,183950.0,13,10.0,https://www.linkedin.com/jobs/view/sr-manager-%E2%80%93-software-engineering-multiple-positions-at-energy-jobline-3799530580,Energy Jobline,"Job Description Summary
Job Description
Essential Functions / Responsibilities
GE Digital Holdings LLC seeks Sr Manager – Software Engineering (multiple positions) to design, build, deliver and maintain software applications and services; Work in the areas of machine, cloud, platform and application; Responsible for full software lifecycle including activities such as requirement analysis, documentation/procedures and implementation; Typically a 1st line manager of professionals or a 2nd line manager of a professional department; Serve as best practice/quality resource; Contribute towards strategy and policy development and ensure delivery within area of responsibility; Use judgment to make decisions or solve moderately complex tasks or problems in areas of operational/product management, manufacturing, technology or engineering; Take new perspective on existing solutions; Use technical experience and expertise for data analysis to support recommendations; Use multiple internal and limited external sources outside of own function to arrive at decisions; Acts as a resource for colleagues with less experience; May lead small projects with moderate risks and resource requirements; Explain difficult or sensitive information; work to build consensus; Develop persuasion skills required to influence others on topics within the field.
Qualifications / Requirements
The position requires a Bachelor’s Degree, or foreign equivalent, in Computer Science, Computer Engineering, or related + 6 years of progressively responsible post-bachelor’s degree experience. The position also requires: 6 years of experience with Java, Go, Groovy languages, including advanced frameworks: Spring and SprintBoot; 6 years of experience with Security concepts: Authentication, Authorization, Tenancy Management, User Management, Vault, Auditing, OAuth2, SAML, and OpenID; 6 years of experience with Cloud Foundry and UAA open source; 6 years of experience with Cloud platforms such as: AWS or Azure; 6 yea"
desktop support,Desktop Support,39,35,28,it_support,0.718,70000.0,4,0.0,https://www.linkedin.com/jobs/view/desktop-support-at-sourcewave-inc-3797640038,"SourceWave, Inc.","Hiring Desktop support specialist. MUST BE ONSITE in NEW YORK CITY. PC Environment Up to $55 per hour with Benefits -On site in Midtown NYC at Midsize Bank.
This position is focused on providing our customer’s technical support needs as they relate to Endpoint support, including desktops, laptops, mobile devices.
Key Responsibilities:
Supporting PC/mobile devices/peripherals, to diagnose hardware/software/network issues through troubleshooting skills, research, and isolation steps
Contribute to providing quality service for Executive level support
Coordinate entire support for the client from ticket initiation until resolution
Provides a high level of customer service by executing methodologies and processes to improve call resolutions, manage expectations and develop strong and stable internal relationships
Evaluates new technologies, methodologies, and Information Technology trends to ensure that computing solutions meets current and future needs
Performs other duties as assigned.
Experience Required:
Minimum 7 years’ experience across the range of responsibilities described above
Excellent written and verbal communication skills
Experience or familiarity with the following technologies:
Experience managing and supporting a GSuite environment
GSuite / O365
ServiceNow
Windows Operating Systems
AirWatch or other MDM tools
SCCM
PC imaging/ Image management
Ability to effectively prioritize and execute tasks in a high-pressure environment
Show more
Show less"
product analyst,Product Analyst,39,38,38,product,0.69,87360.0,9,2.6,https://www.linkedin.com/jobs/view/product-analyst-at-navex-3775583046,NAVEX,"It's fun to work in a company where people truly BELIEVE in what they're doing!
We're committed to bringing passion and customer focus to the business.
Position Summary
Are you looking for a fast-paced, creative and innovative work environment in a market segment that makes an impact? We are seeking talented, passionate and dedicated team members to join our expanding Customer Support team to be part of our rapidly growing operations in the risk and compliance management space.
As a Product Analyst, you will be responsible for managing, documenting and tracking Customer Support inquiries along with utilizing C# knowledge and SQL SSMS skills to provide powerful solutions and advanced troubleshooting resolutions. This role will engage with customers and internal NAVEX technical, implementation and consulting resources to ensure a seamless migration and integration into our application(s). Additionally, you will complete deadline-driven project deliverables to ensure customer expectations and satisfaction are exceeded while innovating processes, documentation and tools to provide efficiencies to all teams.
We Offer You
An Inspiring Culture. Invested teammates, belonging groups, and a socially determined culture
Meaningful Work. Innovative products and solutions with real life impact for people and organizations
Career Growth. Stellar training and an unwavering commitment to your growth and success
Life Flexibility. Time to care for yourself, your loved ones, and your community
Industry Leadership. A highly reputable, fast growing and consistently profitable organization
Real Rewards. Competitive and transparent pay practices, wellbeing programs and benefits with choice
What You Will Do
Provide powerful computing solutions using the richness of the UI C# language formula editor
Diagnose, troubleshoot, import and extract data from relational databases and perform complex data mapping transformations utilizing SSMS, SQL and APIs
Partner with our implementation consultants"
database developer,Database Developer,39,38,34,database,0.727,130000.0,8,7.7,https://www.linkedin.com/jobs/view/database-developer-at-btechnical-group-3798521519,Btechnical Group,"Our client is a well-established family office investing for a prestigious Dallas family. They need a Database Developer to help develop a new data warehouse while maintaining and enhancing their existing data products. The ideal candidate is a strong team player who can innovate, think critically, and multi-task as necessary. The chosen individual will play an integral part in this digital transformation that is underway and will be a key player in future design and development opportunities. Given this role's impact, it will be aggressively compensated with bonuses and benefits.
**This is not a remote position. You will be in their beautiful office in the Turtle Creek area just north of downtown Dallas on a daily basis**
Responsibilities
:
Analytical solutions development, including data design and integration
Data visualization and report development
Serve as Tier 1/2 Level Support for Investments and Accounting departments for application-related issues
Required Skills/Abilities:
Strong SQL Development Skills
Tableau (or PowerBi) Development and Administration Skills
Data Integration experience
Comfort/Working Knowledge Of:
Azure data environments
Excel automation
Source Control
Strong Technical and Analytical Abilities
Nice to Haves:
Power Apps
SSRS (or Power BI Paginated Reports)
Python
Alteryx
Education and Experience:
Bachelors Degree
3 to 5 years of proven working experience in database programming and development
Financial and/or Investment Experience a plus
Show more
Show less"
frontend manager,Frontend Manager,38,17,12,engineering,0.772,,2,0.0,https://www.linkedin.com/jobs/view/front-end-manager-d84-2616-at-safeway-3766418676,Safeway,"PURPOSE:
Ensures that all customers receive fast, friendly, accurate checkout service by passionately implementing the spirit of customer first, second to none. Manages and schedules duties of Front End Clerks, Courtesy Clerks, Customer Service Clerks, Head Clerks, Bookkeepers and all other Front End Management. Oversees the completion of daily cash, balancing, reconciliation and payroll reports, while supporting store sales and overall operating plan.
DUTIES ANDRESPONSIBILITIES:
Champions Company and Division customer service programs to meet or exceed Division customer service goals. Handles customer relations in a positive manner, including effective resolution of customer complaints. Promotes Company’s philosophy of personalized service.
Provides fast, friendly, courteous and excellent customer services, handles customer relations, performs checking duties and supervisor functions on cash registers when necessary, and engages in suggestive selling and other sales techniques. Serve as overflow cashier as necessary.
Directs and supervises front end activities including: monitoring customer traffic and service level, coordinates and implements front end and service programs, ensures cleanliness, safety and appearance of Front End physical area, and monitors inventories and ordering Front End supplies and merchandise. Ensure front end is operational and that it projects a positive image.
Handles and is accountable for cash flow and controls including: safe transactions, issues and pick-ups, cash register tills, approving checks, rain checks and refunds, and monitoring checker money handling procedures. Handles scan system emergency procedures, UPC codes not on file, hard to scan UPC codes, scan pricing errors and system failures and other emergencies.
Assists with the interviewing and hiring of front end and courtesy clerks. Trains front end management, front end and courtesy clerks and monitors their compliance. Supervises employees assigned, makes recommendations "
cloud platform engineer,Cloud Platform Engineer,38,13,13,devops,0.752,,0,0.0,https://www.linkedin.com/jobs/view/cloud-platform-engineer-active-ts-sci-required-at-soc-llc-3792639554,SOC LLC,"Cloud Platform Engineer
needed for an opportunity with SOC’s client to work in
Ft. Liberty, North Carolina.
Active Top Secret/SCI is required!
Work with a team of diverse architects and engineers with backgrounds in PaaS, DevOps, Security, and IaaS operations in order to spread knowledge and practices. All in support of the Government Program Office’s global cloud and platform services environments.
Responsible for the engineering and life-cycle management of, mostly cloud-based, platforms to attain a high degree of reliability and security.
Responsibilities include:
•
Provisioning cloud infrastructure (i.e., AWS, Azure) and creating/using infrastructure as code (i.e., Terraform).
• Creating and maintaining pipelines to deploy containerized applications onto Kubernetes-based platform. Be able to proficiently triage and troubleshoot issues as they arise.
• The creation and maintenance of object-storage solutions (i.e., Ceph) in support of platform environments.
• Being a self-starting problem solver who proactively pursues technological solutions within the confines of given direction and intent.
• Working closely with various teams, sometimes geographically dispersed, and organizations of differing technical skillsets and responsibilities.
Required qualifications include:
•
Minimum of 3-years relevant experience
• Working knowledge of scripting languages (i.e., Bash, Python, JavaScript)
• Relevant experience in developing and deploying cloud and platform automation
• Relevant experience in designing and building scalable containerized applications
• Relevant experience in IP networking, load balancing, and DNS
• Good written and technical briefing skills – can effectively communicate with teammates and leadership
• Comfortable in a fast-paced, rapidly changing workplace
•
DOD 8570 IAT Level II required (Level III preferred)
Preferred qualifications include:
•
A degree in STEM related field of study
• Experience working with identity and access management technologie"
soc analyst,SOC Analyst,37,31,25,security,0.793,,2,2.7,https://www.linkedin.com/jobs/view/soc-analyst-at-wix-3790613803,Wix,"Job Description
As SOC Analyst you will be the first responder to incoming requests on cyber security incidents. As a Security Operations Center Analyst you will:
Triage, investigate, and escalate alerts as they occur in Wix environments. All analysts review all alert types - we don’t want to silo you!
Monitor and analyze Security Information and Event Management (SIEM) to identify security issues for remediation
Pull data from multiple sources, including endpoint Detection and response, internal data feeds, threat intelligence, and advanced phishing protection into a Security Orchestration & Automation (SOAR) system to inform and expedite your analysis
Work with our internal security and critical incident response teams to share knowledge, training, and best practices
Receive internal and third-party-provided training on the technologies you’re monitoring, incident response, and other technical security topics
Recommend changes to standard operating procedures and similar documentation
Respond to computer security incidents by collecting, analyzing, and preserving digital evidence and ensuring that incidents are recorded and tracked in accordance with SOC requirements
Generate end-of-shift reports for documentation and knowledge transfer to subsequent analysts on duty
Qualifications:
1+ years of experience monitoring and analyzing security events and incidents within an organization's IT infrastructure.
Experience with SIEM systems, big data and SOAR platforms, and automation processes. Background in IT/Systems, especially in cloud providers (AWS, GCP, Azure). Worked in SOC environment as a Security Analyst / Tier 1 / first responder.
You have extensive knowledge of current security threats, techniques, and landscape.
Dedicated and self-driven desire to research and learn more about the information security landscape and incident response.
About The Team
We are Wix’s Security Guild. We’re a group of highly motivated Security Engineers that form part of the Wix R&D "
"manager, technical program manager","Manager, Technical Program Manager",37,21,3,product,0.89,209000.0,16,0.0,https://www.linkedin.com/jobs/view/senior-manager-technical-program-manager-generative-ai-at-jobs-for-humanity-3785766825,Jobs for Humanity,"Company Description
Jobs for Humanity is partnering with Capital One to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is located.
Company Name: Capital One
Job Description
Job Title: Senior Manager, Technical Program Manager - Generative AI Location: NYC 299 Park Avenue (22957), United States of America, New York, New York Are you interested in leading programs that deliver on critical business goals and build large-scale products & platforms? About Capital One: At Capital One, we believe that everyone should have equal access to the financial system. We are dedicated to creating a world where everyone has an opportunity to thrive. As a bank, we are always thinking about innovation, inspiration, and developing tools to improve our customers' financial lives by leveraging cutting-edge technology. About the team: In this role, you will bring together product, tech, and lines of business to execute our business strategies using Generative AI. You will deliver exceptional outcomes by defining objectives, roadmaps, collaborating across different teams, and ensuring progress and technical requirements for our Generative AI platforms. This role requires a strong technical background, effective communication skills, and the ability to collaborate across different departments. Our Senior Manager TPMs have: - Strong technical backgrounds, ideally in building scalable platforms, products, or services, with the ability to identify and mitigate technical risks throughout the delivery life-cycle - Exceptional communication and collaboration skills - Excellent problem-solving and influencing skills - A quanti"
angular developer,Angular Developer,37,35,31,engineering,0.798,139550.0,4,8.1,https://www.linkedin.com/jobs/view/angular-developer-at-extend-information-systems-inc-3710686836,Extend Information Systems Inc.,"Job Title: Angular Developer
Location: McLean, VA(Onsite;Day1)
Duration: 12+ Months Contract
Experience level : 8+ yrs
Roles And Responsibilities
Build and Develop software applications by understanding user needs, writing well designed code, conducting validation/testing and executing full SDLC from design through release.
Be a Team Player work in a collaborative team-oriented environment, share information, value diverse ideas, partner with cross functional and remote teams.
Be Curious & Innovative continuously update yourself with next generation technology, development tools, and contribute to process development practices.
Be an Agile Person with strong sense of urgency and a desire to work in a fast-paced dynamic environment to deliver solutions against strict timelines.
Be an Effective Communicator articulate complex technical issues, and share ideas, participate in peer-reviews, and exhibit strong listening skills.
Take Ownership responsible for performance, reliability and implement changes for improving efficiency of a technical component.
Required Skills
5+ years' experience with Angular or above building Single Page Applications must have experience of working on Angular 8 or above.
5+ years' experience with JavaScript/Typescript, HTML, JSON, and CSS
2+ years' experience with Node.js building RESTful web services.
Experience with unit testing tools like Karma or Jasmine
Experience with Git and DevOps for source control activities
Experience with relational databases & SQL Server
Experience working with Agile teams and be a good team player.
High standards of code efficiency and cleanliness
In depth troubleshooting/support skills
Good written and verbal communication skills
Experience with AWS (Lambda, SQS, SNS, API Gateway, Dynamo DB) is a big plus.
Thanks & Regards
Anoop Tiwari
Extend Information Systems
Cell: - 571 - 386 - 2431
Email:
Anoop@extendinfosys.com
Show more
Show less"
security operations manager,Security Operations Manager,37,30,21,security,0.735,66560.0,13,0.0,https://www.linkedin.com/jobs/view/security-operations-manager-at-cherokee-federal-3752350777,Cherokee Federal,"Job Description
Please Note
: We are in the initial stages of sourcing candidates for this potential opportunity. We do not have an existing contract for this work. In the event we are selected through the competitive process, we would like to quickly draw upon a pool of talented professionals and are accepting prospective applications now.
Security Operations Center Manager
As required by our governmental client, this position requires being a US Citizen, a lawful resident alien, or a citizen of American Samoa or another territory owing permanent allegiance to the United States.
We are seeking a qualified Security Operations Manager (SOC) to oversee the Security Operations Command Center. This position provides a lead supportive role in controlling, coordinating, and executing security operations within a central communications hub of our Emergency Intake Site (EIS). This position will have a working knowledge of Lenel integrated access control, Milestone video management software (VMS), and incident management data entry software. Candidates must be well-rounded and effective leaders with verbal and written skills and professional communication ability with department peers and subordinates. Candidate to be able to adapt to operational needs rapidly and meet aggressive deadlines as needed.
Compensation & Benefits:
Estimated Starting Salary Range for Security Operations Center Manager:
Pay commensurate with experience.
Full-time benefits include Medical, Dental, Vision, 401K, and other possible benefits as provided. Benefits are subject to change with or without notice.
Security Operations Center Manager Responsibilities Include:
Responsible for leading a team of personnel in a SOC environment.
Monitor all security operations throughout the facility.
Be able to prioritize and direct workflow.
Addressing technical and non-technical escalations.
Review, develop, and implement SOC standard operating procedures as needed.
Coordinate and schedule shift coverage and assi"
react developer,React Developer,36,34,27,engineering,0.76,115000.0,5,8.3,https://www.linkedin.com/jobs/view/senior-react-developer-at-adame-services-llc-3770495210,Adame Services LLC,"Role : Senior React UI Developer
Location: Alpharetta, GA
Work Mode: Hybrid
Responsibilities
Meeting with the development team to discuss user interface ideas and applications.
Reviewing application requirements and interface designs.
Identifying web-based user interactions.
Developing and implementing highly responsive user interface components using react concepts.
Writing application interface codes using JavaScript following react.js workflows.
Troubleshooting interface software and debugging application codes.
Developing and implementing front-end architecture to support user interface concepts.
Monitoring and improving front-end performance.
Documenting application changes and developing updates.
Requirements
Bachelor’s degree in computer science, information technology, or a similar field.
8+ years’ experience.
Previous experience working as a react.js developer.
In-depth knowledge of JavaScript, CSS, HTML, and front-end languages.
Knowledge of REACT tools including React.js, Webpack, Enzyme, Redux, and Flux.
Experience with user interface design.
Must Have Experience/Knowledge in API integration with Spring boot and Java
Knowledge of performance testing frameworks including Mocha and Jest.
Experience with browser-based debugging and performance testing software.
Excellent troubleshooting skills.
Good project management skills.
Show more
Show less"
research data analyst,Research Data Analyst,36,36,20,data,0.654,105000.0,13,0.0,https://www.linkedin.com/jobs/view/research-data-analyst-at-the-johns-hopkins-university-3782537995,The Johns Hopkins University,"Job Req ID: 111895
Research Data Analyst
We are excited to announce the search for a committed and strategic
Research Data Analyst
to support the advancement of two pioneering research groups: the Community Science and Innovation for Environmental Justice (CSI EJ) Initiative and the Johns Hopkins Environmental Health Microbiology and Immunology Laboratory (EHMIL). This role involves providing the data management, data analysis, and statistical programming needed for cutting-edge, community-driven research and contributing data analytics to support field and laboratory initiatives that address environmental justice, advance scientific understanding, and foster educational growth.
Specific Duties & Responsibilities
Work as a key member of a research study project team with primary responsibility for oversight of collection, organization, management and reporting of research data.
Make important design and data collection methodology recommendations. Have primary responsibility for data collection, analysis, interpretation and reporting.
Develop data collection and analysis methodology, including defining in detail data requirements, data sources and proper data collection procedures, e.g., computer programs, appropriate data fields, databases.
Clean incoming data files, integrate data files into the data management system, update summary files, process data requests from scientific investigators ensure data quality through the execution of computer programs, development of protocol, and other quality assurance.
Design and create study specific databases.
Develop and implement data collection quality assurance procedures to ensure validity and reliability of study results.
Create/build and maintain databases, records and files.
Oversee and collaborate in development of study tools including data collection forms, eligibility checklists, preprinted orders, etc.
Collect data using appropriate methods (e.g., interviews, surveys, forms, questionnaires, experiments, gatheri"
erp business analyst,ERP Business Analyst,36,33,27,product,0.75,115000.0,6,11.1,https://www.linkedin.com/jobs/view/erp-business-analyst-at-eleven-recruiting-3800533480,Eleven Recruiting,"About Eleven Recruiting
We are a specialized technology staffing agency supporting Aerospace, Professional, and Financial Services companies. We listen and act as advisors for our candidates on how they can best add value, find interesting projects, and pave a path for career advancement. We advocate for best pay, diversity, and best job-fit for every candidate we place.
Our client is seeking a Senior ERP Business Analyst in the Aerospace industry!
The Business Analyst will play a vital role in the Fire, Safety & Power Systems Division to craft and execute plans for successful acquisition integration and major technology solution deployments in support of the divisions Digital and IT strategic vision and roadmap. This position works directly with Business dept. leaders, cross-functional users, and Internal/Vendor functional & technical teams on the planning, Implementing, and supporting IT Business Applications solutions.
Responsibilities
ERP implementation support: Act as a subject matter expert in enterprise resource planning (ERP) systems, providing expertise and guidance throughout the implementation process. Assist in system configuration, testing, and deployment activities.
Solution Delivery
Collaborate with key stakeholders to gather and document business requirements, analyze existing processes, and identify areas for improvement.
Translate business needs into clear and actionable functional/technical requirements, to deliver information technology solutions
Researching and analyzing user’s business requirements, and technical specifications, writing test plans in support of business functions, process knowledge, and system requirements.
Data Analysis And Reporting
Analyze complex datasets, perform data mapping, and develop meaningful insights to support decision-making processes. Create and deliver comprehensive reports, and recommendations to stakeholders at all levels.
Change Management
Support organizational change initiatives by facilitating communicati"
